title,sline,eline,"group_concat(distinct concept separator ';')"
jarraylist5,12,12,ObjectCreationStatement;java.util.ArrayList.add;MultiplyExpression;AddExpression;ConstructorCall;ActualMethodParameter
jarraylist5,16,16,ForEachStatement
jarraylist5,18,18,DoubleDataType;PublicConstructorSpecifier;ConstructorDefinition;FormalMethodParameter;ActualMethodParameter;ObjectMethodInvocation;java.lang.System.out.println
jarraylist5,20,20,SimpleAssignmentExpression
jarraylist5,30,30,IntDataType;PublicConstructorSpecifier;ConstructorDefinition;FormalMethodParameter
jarraylist5,32,32,SimpleAssignmentExpression
jarraylist5,33,33,SimpleAssignmentExpression
jarraylist5,41,41,DoubleDataType;IntDataType;PublicConstructorSpecifier;FormalMethodParameter;ConstructorDefinition
jarraylist5,43,43,SimpleAssignmentExpression
jarraylist5,44,44,SimpleAssignmentExpression
jarraylist5,51,51,PublicMethodSpecifier;MethodDefinition;IntDataType
jarraylist5,53,53,ReturnStatement
jarraylist5,60,60,MethodDefinition;VoidDataType;PublicMethodSpecifier;FormalMethodParameter;DoubleDataType
jarraylist5,62,62,SimpleAssignmentExpression;DoubleDataType;AddExpression
jarraylist5,63,63,SimpleAssignmentExpression
jarraylist5,70,70,DoubleDataType;FormalMethodParameter;MethodDefinition;PublicMethodSpecifier;VoidDataType
jarraylist5,72,72,SubtractExpression;SimpleAssignmentExpression;DoubleDataType
jarraylist5,73,73,SimpleAssignmentExpression
jarraylist5,80,80,DoubleDataType;MethodDefinition;PublicMethodSpecifier
jarraylist5,82,82,ReturnStatement
jarraylist5,85,85,PrivateFieldSpecifier;InstanceField;IntDataType;SimpleVariable
jarraylist5,86,86,InstanceField;PrivateFieldSpecifier;DoubleDataType;SimpleVariable
JavaTutorial_4_1_3,0,0,ClassDefinition;PublicClassSpecifier
JavaTutorial_4_1_3,2,2,VoidDataType;StaticMethodSpecifier;PublicMethodSpecifier;MethodDefinition;FormalMethodParameter
JavaTutorial_4_1_3,3,3,LongDataType;SimpleAssignmentExpression
JavaTutorial_4_1_3,5,5,SimpleAssignmentExpression;IntDataType
JavaTutorial_4_1_3,7,7,java.lang.System.out.println;ActualMethodParameter
JavaTutorial_4_1_3,8,8,java.lang.System.out.println;ActualMethodParameter
JavaTutorial_4_1_3,9,9,ActualMethodParameter;java.lang.System.out.println
JavaTutorial_4_1_3,10,10,ActualMethodParameter;java.lang.System.out.println
JavaTutorial_4_1_5,0,0,ClassDefinition;PublicClassSpecifier
JavaTutorial_4_1_5,2,2,StaticMethodSpecifier;VoidDataType;PublicMethodSpecifier;MethodDefinition;FormalMethodParameter
JavaTutorial_4_1_5,3,3,SimpleAssignmentExpression;IntDataType
JavaTutorial_4_1_5,3,6,IntDataType
JavaTutorial_4_1_5,4,4,SimpleAssignmentExpression
JavaTutorial_4_1_5,5,5,SimpleAssignmentExpression
JavaTutorial_4_1_5,6,6,SimpleAssignmentExpression
JavaTutorial_4_1_5,8,8,ActualMethodParameter;java.lang.System.out.println
JavaTutorial_4_1_5,9,9,java.lang.System.out.println;ActualMethodParameter
JavaTutorial_4_1_5,10,10,ActualMethodParameter;java.lang.System.out.println
JavaTutorial_4_1_5,11,11,java.lang.System.out.println;ActualMethodParameter
JavaTutorial_4_2_2,0,0,ClassDefinition;PublicClassSpecifier
JavaTutorial_4_2_2,2,2,FormalMethodParameter;VoidDataType;StaticMethodSpecifier;PublicMethodSpecifier;MethodDefinition
JavaTutorial_4_2_2,3,3,IntDataType;SimpleAssignmentExpression
JavaTutorial_4_2_2,4,4,IntDataType;SimpleAssignmentExpression
JavaTutorial_4_2_2,5,5,IntDataType;SimpleAssignmentExpression
JavaTutorial_4_2_2,6,6,IntDataType;SimpleAssignmentExpression
JavaTutorial_4_2_2,8,8,GreaterExpression;OrExpression;LessExpression
JavaTutorial_4_2_2,8,10,IfStatement
JavaTutorial_4_2_2,9,9,PostIncrementExpression
JavaTutorial_4_2_5,0,0,ClassDefinition;PublicClassSpecifier
JavaTutorial_4_2_5,2,2,VoidDataType;StaticMethodSpecifier;PublicMethodSpecifier;MethodDefinition;FormalMethodParameter
JavaTutorial_4_2_5,3,3,SimpleAssignmentExpression;IntDataType
JavaTutorial_4_2_5,5,5,EqualExpression
JavaTutorial_4_2_5,5,7,IfStatement
JavaTutorial_4_2_5,6,6,java.lang.System.out.println;ActualMethodParameter;StringLiteral;StringDataType
JavaTutorial_4_2_6,0,0,PublicClassSpecifier;ClassDefinition
JavaTutorial_4_2_6,2,2,VoidDataType;StaticMethodSpecifier;FormalMethodParameter;PublicMethodSpecifier;MethodDefinition
JavaTutorial_4_2_6,3,3,IntDataType;SimpleAssignmentExpression
JavaTutorial_4_2_6,4,4,EqualExpression
JavaTutorial_4_2_6,4,9,IfElseStatement
JavaTutorial_4_2_6,5,5,StringLiteral;java.lang.System.out.println;ActualMethodParameter;StringDataType
JavaTutorial_4_2_6,6,6,java.lang.System.out.println;StringLiteral;StringDataType;ActualMethodParameter
JavaTutorial_4_2_6,8,8,StringDataType;java.lang.System.out.println;StringLiteral;ActualMethodParameter
JavaTutorial_4_2_7,0,0,ClassDefinition;PublicClassSpecifier
JavaTutorial_4_2_7,2,2,MethodDefinition;PublicMethodSpecifier;VoidDataType;StaticMethodSpecifier;FormalMethodParameter
JavaTutorial_4_2_7,3,3,IntDataType;SimpleAssignmentExpression
JavaTutorial_4_2_7,4,4,EqualExpression
JavaTutorial_4_2_7,4,13,IfElseStatement
JavaTutorial_4_2_7,5,5,java.lang.System.out.println;ActualMethodParameter;StringLiteral;StringDataType
JavaTutorial_4_2_7,6,6,EqualExpression
JavaTutorial_4_2_7,6,10,IfElseStatement
JavaTutorial_4_2_7,7,7,StringLiteral;StringDataType;ActualMethodParameter;java.lang.System.out.println
JavaTutorial_4_2_7,9,9,ActualMethodParameter;StringDataType;StringLiteral;java.lang.System.out.println
JavaTutorial_4_2_7,12,12,StringLiteral;StringDataType;java.lang.System.out.println;ActualMethodParameter
JavaTutorial_4_2_8,0,0,ClassDefinition;PublicClassSpecifier
JavaTutorial_4_2_8,2,2,StaticMethodSpecifier;FormalMethodParameter;PublicMethodSpecifier;VoidDataType;MethodDefinition
JavaTutorial_4_2_8,3,3,SimpleAssignmentExpression;IntDataType
JavaTutorial_4_2_8,4,4,SimpleAssignmentExpression;IntDataType
JavaTutorial_4_2_8,5,5,SimpleAssignmentExpression;IntDataType
JavaTutorial_4_2_8,7,7,PreIncrementExpression;EqualExpression;AndExpression;LessExpression;ModulusExpression
JavaTutorial_4_2_8,7,11,IfStatement
JavaTutorial_4_2_8,8,8,java.lang.System.out.println;StringDataType;StringLiteral;ActualMethodParameter
JavaTutorial_4_2_8,9,9,java.lang.System.out.println;ActualMethodParameter
JavaTutorial_4_2_8,10,10,ActualMethodParameter;java.lang.System.out.println
JavaTutorial_4_2_8,12,12,ActualMethodParameter;java.lang.System.out.println;StringLiteral;StringDataType
JavaTutorial_4_2_8,13,13,ActualMethodParameter;java.lang.System.out.println
JavaTutorial_4_2_8,14,14,ActualMethodParameter;java.lang.System.out.println
JavaTutorial_4_2_9,0,0,ClassDefinition;PublicClassSpecifier
JavaTutorial_4_2_9,2,2,MethodDefinition;PublicMethodSpecifier;StaticMethodSpecifier;VoidDataType;FormalMethodParameter
JavaTutorial_4_2_9,3,3,IntDataType;SimpleAssignmentExpression
JavaTutorial_4_2_9,4,4,IntDataType;SimpleAssignmentExpression
JavaTutorial_4_2_9,5,5,IntDataType;SimpleAssignmentExpression
JavaTutorial_4_2_9,7,7,LessExpression;OrExpression;NotEqualExpression;ModulusExpression;PreIncrementExpression
JavaTutorial_4_2_9,7,11,IfStatement
JavaTutorial_4_2_9,8,8,ActualMethodParameter;StringDataType;StringLiteral;java.lang.System.out.println
JavaTutorial_4_2_9,9,9,java.lang.System.out.println;ActualMethodParameter
JavaTutorial_4_2_9,10,10,java.lang.System.out.println;ActualMethodParameter
JavaTutorial_4_2_9,12,12,StringLiteral;ActualMethodParameter;java.lang.System.out.println;StringDataType
JavaTutorial_4_2_9,13,13,java.lang.System.out.println;ActualMethodParameter
JavaTutorial_4_2_9,14,14,ActualMethodParameter;java.lang.System.out.println
JavaTutorial_4_3_2,0,0,ClassDefinition;PublicClassSpecifier
JavaTutorial_4_3_2,1,1,VoidDataType;StaticMethodSpecifier;PublicMethodSpecifier;MethodDefinition;FormalMethodParameter
JavaTutorial_4_3_2,2,2,SimpleAssignmentExpression;IntDataType
JavaTutorial_4_3_2,4,17,SwitchStatement
JavaTutorial_4_3_2,5,5,CaseClause
JavaTutorial_4_3_2,6,6,java.lang.System.out.println;ActualMethodParameter;StringLiteral;StringDataType
JavaTutorial_4_3_2,7,7,BreakStatement
JavaTutorial_4_3_2,8,8,CaseClause
JavaTutorial_4_3_2,9,9,StringDataType;java.lang.System.out.println;StringLiteral;ActualMethodParameter
JavaTutorial_4_3_2,10,10,BreakStatement
JavaTutorial_4_3_2,11,11,CaseClause
JavaTutorial_4_3_2,12,12,ActualMethodParameter;StringDataType;java.lang.System.out.println;StringLiteral
JavaTutorial_4_3_2,13,13,BreakStatement
JavaTutorial_4_3_2,14,14,DefaultClause
JavaTutorial_4_3_2,15,15,StringDataType;ActualMethodParameter;StringLiteral;java.lang.System.out.println
JavaTutorial_4_3_2,16,16,BreakStatement
JavaTutorial_4_3_4,0,0,ClassDefinition;PublicClassSpecifier
JavaTutorial_4_3_4,2,2,MethodDefinition;VoidDataType;StaticMethodSpecifier;FormalMethodParameter;PublicMethodSpecifier
JavaTutorial_4_3_4,3,3,SimpleAssignmentExpression;IntDataType
JavaTutorial_4_3_4,4,14,SwitchStatement
JavaTutorial_4_3_4,6,6,CaseClause
JavaTutorial_4_3_4,7,7,StringDataType;java.lang.System.out.println;ActualMethodParameter;StringLiteral
JavaTutorial_4_3_4,8,8,CaseClause
JavaTutorial_4_3_4,9,9,StringLiteral;ActualMethodParameter;StringDataType;java.lang.System.out.println
JavaTutorial_4_3_4,10,10,CaseClause
JavaTutorial_4_3_4,11,11,StringDataType;StringLiteral;java.lang.System.out.println;ActualMethodParameter
JavaTutorial_4_3_4,12,12,DefaultClause
JavaTutorial_4_3_4,13,13,ActualMethodParameter;StringLiteral;java.lang.System.out.println;StringDataType
JavaTutorial_4_3_5,0,0,ClassDefinition;PublicClassSpecifier
JavaTutorial_4_3_5,2,2,FormalMethodParameter;MethodDefinition;PublicMethodSpecifier;StaticMethodSpecifier;VoidDataType
JavaTutorial_4_3_5,3,3,IntDataType;SimpleAssignmentExpression
JavaTutorial_4_3_5,4,20,SwitchStatement
JavaTutorial_4_3_5,5,5,CaseClause
JavaTutorial_4_3_5,6,6,SimpleAssignmentExpression;IntDataType
JavaTutorial_4_3_5,7,16,SwitchStatement
JavaTutorial_4_3_5,8,8,CaseClause
JavaTutorial_4_3_5,9,9,java.lang.System.out.println;ActualMethodParameter;StringLiteral;StringDataType
JavaTutorial_4_3_5,10,10,BreakStatement
JavaTutorial_4_3_5,11,11,CaseClause
JavaTutorial_4_3_5,12,12,java.lang.System.out.println;StringDataType;StringLiteral;ActualMethodParameter
JavaTutorial_4_3_5,13,13,BreakStatement
JavaTutorial_4_3_5,14,14,DefaultClause
JavaTutorial_4_3_5,15,15,StringLiteral;java.lang.System.out.println;ActualMethodParameter;StringDataType
JavaTutorial_4_3_5,17,17,BreakStatement
JavaTutorial_4_3_5,18,18,DefaultClause
JavaTutorial_4_3_5,19,19,StringLiteral;java.lang.System.out.println;ActualMethodParameter;StringDataType
JavaTutorial_4_3_6,0,0,ClassDefinition;PublicClassSpecifier
JavaTutorial_4_3_6,1,1,ObjectVariable;SimpleVariable;InstanceField
JavaTutorial_4_3_6,2,2,StaticMethodSpecifier;VoidDataType;FormalMethodParameter;MethodDefinition;PublicMethodSpecifier
JavaTutorial_4_3_6,3,3,SimpleAssignmentExpression
JavaTutorial_4_3_6,4,14,SwitchStatement
JavaTutorial_4_3_6,5,5,CaseClause
JavaTutorial_4_3_6,6,6,StringDataType;java.lang.System.out.println;StringLiteral;ActualMethodParameter
JavaTutorial_4_3_6,7,7,BreakStatement
JavaTutorial_4_3_6,8,8,CaseClause
JavaTutorial_4_3_6,9,9,StringDataType;ActualMethodParameter;java.lang.System.out.println;StringLiteral
JavaTutorial_4_3_6,10,10,BreakStatement
JavaTutorial_4_3_6,11,11,CaseClause
JavaTutorial_4_3_6,12,12,StringDataType;StringLiteral;ActualMethodParameter;java.lang.System.out.println
JavaTutorial_4_3_6,13,13,BreakStatement
JavaTutorial_4_4_2,0,0,ClassDefinition;PublicClassSpecifier
JavaTutorial_4_4_2,1,1,PublicMethodSpecifier;MethodDefinition;FormalMethodParameter;StaticMethodSpecifier;VoidDataType
JavaTutorial_4_4_2,2,2,SimpleAssignmentExpression;IntDataType
JavaTutorial_4_4_2,3,3,SimpleAssignmentExpression;IntDataType
JavaTutorial_4_4_2,4,4,SimpleAssignmentExpression;IntDataType
JavaTutorial_4_4_2,6,6,LessEqualExpression
JavaTutorial_4_4_2,6,9,WhileStatement
JavaTutorial_4_4_2,7,7,PostIncrementExpression
JavaTutorial_4_4_2,8,8,PostIncrementExpression
JavaTutorial_4_4_2,10,10,ActualMethodParameter;StringAddition;StringDataType;StringLiteral;java.lang.System.out.println
JavaTutorial_4_4_2,11,11,StringDataType;ActualMethodParameter;java.lang.System.out.println;StringAddition;StringLiteral
JavaTutorial_4_4_3,0,0,ClassDefinition;PublicClassSpecifier
JavaTutorial_4_4_3,1,1,FormalMethodParameter;MethodDefinition;PublicMethodSpecifier;StaticMethodSpecifier;VoidDataType
JavaTutorial_4_4_3,2,2,DoubleDataType;SimpleAssignmentExpression
JavaTutorial_4_4_3,3,3,LessExpression
JavaTutorial_4_4_3,3,6,WhileStatement
JavaTutorial_4_4_3,4,4,SimpleAssignmentExpression
JavaTutorial_4_4_3,5,5,java.lang.System.out.println;ActualMethodParameter
JavaTutorial_4_6_12,0,0,ClassDefinition;PublicClassSpecifier
JavaTutorial_4_6_12,1,1,VoidDataType;MethodDefinition;StaticMethodSpecifier;PublicMethodSpecifier;FormalMethodParameter
JavaTutorial_4_6_12,2,2,LongDataType;SimpleAssignmentExpression
JavaTutorial_4_6_12,3,3,LongDataType;SimpleAssignmentExpression
JavaTutorial_4_6_12,5,5,ForStatement;PostIncrementExpression;LessEqualExpression;SimpleAssignmentExpression;LongDataType
JavaTutorial_4_6_12,5,12,NestedForLoops
JavaTutorial_4_6_12,6,6,SimpleAssignmentExpression
JavaTutorial_4_6_12,8,8,LongDataType;SimpleAssignmentExpression;ForStatement;LessEqualExpression;PostIncrementExpression
JavaTutorial_4_6_12,11,11,java.lang.System.out.println;ActualMethodParameter;StringAddition;StringDataType;StringLiteral
JavaTutorial_4_6_14,0,0,ClassDefinition
JavaTutorial_4_6_14,1,1,FormalMethodParameter;VoidDataType;MethodDefinition;PublicMethodSpecifier;StaticMethodSpecifier
JavaTutorial_4_6_14,2,2,AddAssignmentExpression;LessExpression;ForStatement;SimpleAssignmentExpression;IntDataType
JavaTutorial_4_6_14,2,10,NestedForLoops
JavaTutorial_4_6_14,3,3,ForStatement;LessExpression;SubtractExpression;DivideExpression;IntDataType;PostIncrementExpression;SimpleAssignmentExpression
JavaTutorial_4_6_14,4,4,java.lang.System.out.print;StringDataType;StringLiteral;ActualMethodParameter
JavaTutorial_4_6_14,6,6,LessExpression;PostIncrementExpression;SimpleAssignmentExpression;ForStatement;IntDataType
JavaTutorial_4_6_14,7,7,StringDataType;java.lang.System.out.print;ActualMethodParameter;StringLiteral
JavaTutorial_4_6_14,9,9,ActualMethodParameter;StringDataType;java.lang.System.out.print;StringLiteral
JavaTutorial_4_6_14,12,12,GreaterExpression;SimpleAssignmentExpression;ForStatement;IntDataType
JavaTutorial_4_6_14,12,20,NestedForLoops
JavaTutorial_4_6_14,13,13,IntDataType;SimpleAssignmentExpression;ForStatement;LessExpression;SubtractExpression;DivideExpression;PostIncrementExpression
JavaTutorial_4_6_14,14,14,ActualMethodParameter;StringLiteral;StringDataType;java.lang.System.out.print
JavaTutorial_4_6_14,16,16,IntDataType;SimpleAssignmentExpression;ForStatement;LessExpression;PostIncrementExpression
JavaTutorial_4_6_14,17,17,StringDataType;StringLiteral;ActualMethodParameter;java.lang.System.out.print
JavaTutorial_4_6_14,19,19,java.lang.System.out.print;StringDataType;StringLiteral;ActualMethodParameter
JavaTutorial_4_6_5,0,0,ClassDefinition;PublicClassSpecifier
JavaTutorial_4_6_5,2,2,VoidDataType;StaticMethodSpecifier;PublicMethodSpecifier;MethodDefinition;FormalMethodParameter
JavaTutorial_4_6_5,3,3,ForStatement
JavaTutorial_4_6_5,4,4,java.lang.System.out.println;StringDataType;StringLiteral;ActualMethodParameter
JavaTutorial_4_6_5,5,5,BreakStatement
JavaTutorial_4_6_6,0,0,ClassDefinition;PublicClassSpecifier
JavaTutorial_4_6_6,2,2,FormalMethodParameter;VoidDataType;StaticMethodSpecifier;PublicMethodSpecifier;MethodDefinition
JavaTutorial_4_6_6,3,3,SimpleAssignmentExpression;IntDataType
JavaTutorial_4_6_6,4,4,IntDataType;SimpleAssignmentExpression
JavaTutorial_4_6_6,5,5,IntDataType;SimpleAssignmentExpression;ForStatement;LessEqualExpression;PostIncrementExpression
JavaTutorial_4_6_6,6,6,MultiplyExpression;AddAssignmentExpression
JavaTutorial_4_6_6,8,8,java.lang.System.out.println;ActualMethodParameter
JavaTutorial_4_6_7,0,0,PublicClassSpecifier;ClassDefinition
JavaTutorial_4_6_7,1,1,VoidDataType;MethodDefinition;StaticMethodSpecifier;PublicMethodSpecifier;FormalMethodParameter
JavaTutorial_4_6_7,2,2,LessExpression;ForStatement;SimpleAssignmentExpression;PostIncrementExpression;IntDataType
JavaTutorial_4_6_7,3,3,java.lang.System.out.println;ActualMethodParameter;StringLiteral;StringAddition;StringDataType
JavaTutorial_4_6_8,0,0,ClassDefinition;PublicClassSpecifier
JavaTutorial_4_6_8,1,1,FormalMethodParameter;MethodDefinition;PublicMethodSpecifier;StaticMethodSpecifier;VoidDataType
JavaTutorial_4_6_8,2,2,ForStatement;LessExpression;PostDecrementExpression;SimpleAssignmentExpression;PostIncrementExpression;IntDataType
JavaTutorial_4_6_8,3,3,StringAddition;StringDataType;StringLiteral;java.lang.System.out.println;ActualMethodParameter
JavaTutorial_4_6_9,0,0,PublicClassSpecifier;ClassDefinition
JavaTutorial_4_6_9,2,2,FormalMethodParameter;MethodDefinition;VoidDataType;StaticMethodSpecifier;PublicMethodSpecifier
JavaTutorial_4_6_9,3,3,SimpleAssignmentExpression;IntDataType
JavaTutorial_4_6_9,4,4,SimpleAssignmentExpression;IntDataType
JavaTutorial_4_6_9,6,6,SimpleAssignmentExpression;IntDataType;ForStatement;LessEqualExpression
JavaTutorial_4_6_9,7,7,PostIncrementExpression;AddAssignmentExpression
JavaTutorial_4_6_9,9,9,ActualMethodParameter;java.lang.System.out.println
JavaTutorial_4_7_2,0,0,PublicClassSpecifier;ClassDefinition
JavaTutorial_4_7_2,1,1,VoidDataType;StaticMethodSpecifier;FormalMethodParameter;MethodDefinition;PublicMethodSpecifier
JavaTutorial_4_7_2,2,2,IntDataType;ArrayInitializationStatement;SimpleAssignmentExpression;ArrayVariable;ArrayInitializer
JavaTutorial_4_7_2,4,4,IntDataType;ForEachStatement
JavaTutorial_4_7_2,5,5,StringDataType;StringLiteral;java.lang.System.out.print;ActualMethodParameter;StringAddition
JavaTutorial_4_7_2,6,6,SimpleAssignmentExpression;MultiplyExpression
JavaTutorial_4_7_2,9,9,java.lang.System.out.println
JavaTutorial_4_7_2,11,11,ForEachStatement;IntDataType
JavaTutorial_4_7_2,12,12,ActualMethodParameter;StringAddition;StringDataType;java.lang.System.out.print;StringLiteral
JavaTutorial_4_7_2,14,14,java.lang.System.out.println
JavaTutorial_4_7_4,0,0,ImportStatement;java.util.ArrayList
JavaTutorial_4_7_4,2,2,PublicClassSpecifier;ClassDefinition
JavaTutorial_4_7_4,4,4,MethodDefinition;VoidDataType;StaticMethodSpecifier;PublicMethodSpecifier;FormalMethodParameter
JavaTutorial_4_7_4,5,5,java.util.ArrayList;SimpleAssignmentExpression;ObjectCreationStatement;ConstructorCall;LessExpression;GreaterExpression
JavaTutorial_4_7_4,7,7,ActualMethodParameter;java.util.ArrayList.add
JavaTutorial_4_7_4,8,8,java.util.ArrayList.add;ActualMethodParameter
JavaTutorial_4_7_4,9,9,java.util.ArrayList.add;ActualMethodParameter
JavaTutorial_4_7_4,10,10,ActualMethodParameter;java.util.ArrayList.add
JavaTutorial_4_7_4,12,12,SimpleAssignmentExpression;DoubleDataType
JavaTutorial_4_7_4,13,13,DoubleDataType;ForEachStatement
JavaTutorial_4_7_4,14,14,AddExpression;SimpleAssignmentExpression
JavaTutorial_4_7_4,15,15,java.lang.System.out.println;ActualMethodParameter
JavaTutorial_4_7_5,0,0,PublicClassSpecifier;ClassDefinition
JavaTutorial_4_7_5,1,1,PublicMethodSpecifier;FormalMethodParameter;MethodDefinition;VoidDataType;StaticMethodSpecifier
JavaTutorial_4_7_5,2,2,ArrayInitializationStatement;ArrayInitializer;ArrayVariable;IntDataType;SimpleAssignmentExpression
JavaTutorial_4_7_5,3,3,IntDataType;SimpleAssignmentExpression
JavaTutorial_4_7_5,4,4,IntDataType;ForEachStatement
JavaTutorial_4_7_5,5,5,java.lang.System.out.println;StringLiteral;StringDataType;StringAddition;ActualMethodParameter
JavaTutorial_4_7_5,6,6,AddAssignmentExpression
JavaTutorial_4_7_5,8,8,StringDataType;StringLiteral;ActualMethodParameter;StringAddition;java.lang.System.out.println
JavaTutorial_4_7_6,0,0,PublicClassSpecifier;ClassDefinition
JavaTutorial_4_7_6,1,1,StaticMethodSpecifier;VoidDataType;FormalMethodParameter;PublicMethodSpecifier;MethodDefinition
JavaTutorial_4_7_6,2,2,ArrayInitializer;SimpleAssignmentExpression;CharDataType;ArrayDataType;ArrayVariable;ArrayInitializationStatement
JavaTutorial_4_7_6,3,3,CharDataType;ForEachStatement
JavaTutorial_4_7_6,4,4,java.lang.System.out.println;ActualMethodParameter
JavaTutorial_4_7_7,0,0,PublicClassSpecifier;ClassDefinition
JavaTutorial_4_7_7,1,1,FormalMethodParameter;MethodDefinition;StaticMethodSpecifier;VoidDataType;PublicMethodSpecifier
JavaTutorial_4_7_7,2,2,IntDataType;SimpleAssignmentExpression
JavaTutorial_4_7_7,3,3,SimpleAssignmentExpression;ArrayCreationStatement;ArrayVariable;MultiDimensionalArrayDataType;IntDataType
JavaTutorial_4_7_7,4,4,LessExpression;IntDataType;SimpleAssignmentExpression;ForStatement;PostIncrementExpression
JavaTutorial_4_7_7,4,6,NestedForLoops
JavaTutorial_4_7_7,5,5,LessExpression;IntDataType;ForStatement;SimpleAssignmentExpression;PostIncrementExpression
JavaTutorial_4_7_7,6,6,ArrayElement;AddExpression;MultiplyExpression;SimpleAssignmentExpression
JavaTutorial_4_7_7,7,7,ForEachStatement;IntDataType
JavaTutorial_4_7_7,8,8,ForEachStatement;IntDataType
JavaTutorial_4_7_7,9,9,java.lang.System.out.println;ActualMethodParameter;StringLiteral;StringDataType;StringAddition
JavaTutorial_4_7_7,10,10,AddAssignmentExpression
JavaTutorial_4_7_7,13,13,java.lang.System.out.println;ActualMethodParameter;StringLiteral;StringDataType;StringAddition
JavaTutorial_4_7_8,0,0,ClassDefinition;PublicClassSpecifier
JavaTutorial_4_7_8,1,1,FormalMethodParameter;VoidDataType;MethodDefinition;PublicMethodSpecifier;StaticMethodSpecifier
JavaTutorial_4_7_8,2,2,SimpleAssignmentExpression;IntDataType
JavaTutorial_4_7_8,3,3,ArrayInitializer;ArrayVariable;SimpleAssignmentExpression;IntDataType;ArrayInitializationStatement
JavaTutorial_4_7_8,4,4,ForEachStatement;IntDataType
JavaTutorial_4_7_8,5,5,ActualMethodParameter;StringLiteral;StringDataType;StringAddition;java.lang.System.out.println
JavaTutorial_4_7_8,6,6,AddAssignmentExpression
JavaTutorial_4_7_8,7,7,EqualExpression
JavaTutorial_4_7_8,7,9,IfStatement
jbankaccount,0,0,ClassDefinition;PublicClassSpecifier
jbankaccount,1,1,VoidDataType;StaticMethodSpecifier;MethodDefinition;FormalMethodParameter;PublicMethodSpecifier
jbankaccount,3,3,ConstructorCall;ObjectCreationStatement;SimpleAssignmentExpression
jbankaccount,4,4,PublicClassSpecifier;ObjectMethodInvocation;ActualMethodParameter;ClassDefinition
jbankaccount,5,5,ActualMethodParameter;ObjectMethodInvocation
jbankaccount,6,6,ObjectMethodInvocation;SimpleAssignmentExpression;DoubleDataType
jbankaccount,9,9,ConstructorDefinition;PublicConstructorSpecifier
jbankaccount,11,11,SimpleAssignmentExpression
jbankaccount,18,18,DoubleDataType;PublicConstructorSpecifier;FormalMethodParameter;ConstructorDefinition
jbankaccount,20,20,SimpleAssignmentExpression
jbankaccount,27,27,VoidDataType;PublicMethodSpecifier;DoubleDataType;FormalMethodParameter;MethodDefinition
jbankaccount,29,29,SimpleAssignmentExpression;AddExpression;DoubleDataType
jbankaccount,30,30,SimpleAssignmentExpression
jbankaccount,37,37,FormalMethodParameter;MethodDefinition;PublicMethodSpecifier;DoubleDataType;VoidDataType
jbankaccount,39,39,SimpleAssignmentExpression;DoubleDataType;SubtractExpression
jbankaccount,40,40,SimpleAssignmentExpression
jbankaccount,47,47,MethodDefinition;PublicMethodSpecifier;DoubleDataType
jbankaccount,49,49,ReturnStatement
jbankaccount,52,52,SimpleVariable;InstanceField;PrivateFieldSpecifier;DoubleDataType
jba_ques,0,0,PublicClassSpecifier;ClassDefinition
jba_ques,1,1,StaticMethodSpecifier;PublicMethodSpecifier;FormalMethodParameter;MethodDefinition;VoidDataType
jba_ques,3,3,ObjectCreationStatement;ConstructorCall;SimpleAssignmentExpression
jba_ques,4,4,ActualMethodParameter;MultiplyExpression;ObjectMethodInvocation;PublicClassSpecifier;ClassDefinition
jba_ques,5,5,ActualMethodParameter;ConstructorCall;SimpleAssignmentExpression;ObjectCreationStatement
jba_ques,6,6,AddExpression;ObjectMethodInvocation;SimpleAssignmentExpression;DoubleDataType
jba_ques,9,9,ConstructorDefinition;PublicConstructorSpecifier
jba_ques,11,11,SimpleAssignmentExpression
jba_ques,18,18,DoubleDataType;PublicConstructorSpecifier;ConstructorDefinition;FormalMethodParameter
jba_ques,20,20,SimpleAssignmentExpression
jba_ques,27,27,PublicMethodSpecifier;MethodDefinition;FormalMethodParameter;DoubleDataType;VoidDataType
jba_ques,29,29,DoubleDataType;SimpleAssignmentExpression;AddExpression
jba_ques,30,30,SimpleAssignmentExpression
jba_ques,37,37,FormalMethodParameter;MethodDefinition;PublicMethodSpecifier;DoubleDataType;VoidDataType
jba_ques,39,39,SimpleAssignmentExpression;SubtractExpression;DoubleDataType
jba_ques,40,40,SimpleAssignmentExpression
jba_ques,47,47,PublicMethodSpecifier;DoubleDataType;MethodDefinition
jba_ques,49,49,ReturnStatement
jba_ques,52,52,InstanceField;PrivateFieldSpecifier;SimpleVariable;DoubleDataType
jbooleanOperationsGreaterEqual,0,0,ClassDefinition;PublicClassSpecifier
jbooleanOperationsGreaterEqual,1,1,StaticMethodSpecifier;VoidDataType;FormalMethodParameter;MethodDefinition;PublicMethodSpecifier
jbooleanOperationsGreaterEqual,3,3,IntDataType;SimpleAssignmentExpression
jbooleanOperationsGreaterEqual,4,4,GreaterEqualExpression
jbooleanOperationsGreaterEqual,4,5,IfStatement
jbooleanOperationsGreaterEqual,5,5,PostIncrementExpression
jbooleanOperationsLessEqual,0,0,ClassDefinition;PublicClassSpecifier
jbooleanOperationsLessEqual,1,1,FormalMethodParameter;MethodDefinition;PublicMethodSpecifier;StaticMethodSpecifier;VoidDataType
jbooleanOperationsLessEqual,3,3,SimpleAssignmentExpression;IntDataType
