user_id,group_id,datentime,question_name,example_name,fb_response_value
us13A02,STUDY2013_A,"2014-01-13 14:17:13",jboolean_operators1,JavaTutorial_4_2_2,1
us13A02,STUDY2013_A,"2014-01-13 14:17:13",jboolean_operators1,conditional_operators_v2,2
us13A02,STUDY2013_A,"2014-01-13 14:17:14",jboolean_operators1,JavaTutorial_4_2_8,1
us13A02,STUDY2013_A,"2014-01-13 14:17:14",jboolean_operators1,boolean_expression_v2,1
us13A02,STUDY2013_A,"2014-01-13 14:20:32",jif_else1,Decision_If_v2,2
us13A02,STUDY2013_A,"2014-01-13 14:20:32",jif_else1,OperatorExample_v2,2
us13A02,STUDY2013_A,"2014-01-13 14:20:32",jif_else1,JavaTutorial_4_2_2,2
us13A02,STUDY2013_A,"2014-01-13 14:20:32",jif_else1,boolean_expression_v2,1
us13A02,STUDY2013_A,"2014-01-13 14:24:13",jif_else5,boolean_expression_v2,1
us13A02,STUDY2013_A,"2014-01-13 14:24:13",jif_else5,JavaTutorial_4_2_2,1
us13A02,STUDY2013_A,"2014-01-13 14:24:13",jif_else5,ifelse2_v2,2
us13A02,STUDY2013_A,"2014-01-13 14:24:13",jif_else5,nested_loops_v2,1
us13A02,STUDY2013_A,"2014-01-13 14:30:40",jfor1,JavaTutorial_4_6_7,1
us13A02,STUDY2013_A,"2014-01-13 14:30:40",jfor1,JavaTutorial_4_6_6,2
us13A02,STUDY2013_A,"2014-01-13 14:30:41",jfor1,nested_loops2_v2,3
us13A02,STUDY2013_A,"2014-01-13 14:30:40",jfor1,JavaTutorial_4_6_9,1
us13A02,STUDY2013_A,"2014-01-13 14:30:41",jfor1,JavaTutorial_4_2_2,1
us13A02,STUDY2013_A,"2014-01-13 14:35:04",jfor2,for1_v2,2
us13A02,STUDY2013_A,"2014-01-13 14:35:04",jfor2,boolean_expression_v2,1
us13A02,STUDY2013_A,"2014-01-13 14:35:04",jfor2,arithmetic_v2,1
us13A02,STUDY2013_A,"2014-01-13 14:35:04",jfor2,JavaTutorial_4_6_7,1
us13A02,STUDY2013_A,"2014-01-13 14:35:04",jfor2,relational_operators_v2,1
us13A02,STUDY2013_A,"2014-01-13 14:38:53",jwhile3,while_v2,2
us13A02,STUDY2013_A,"2014-01-13 14:38:53",jwhile3,JavaTutorial_4_4_3,1
us13A02,STUDY2013_A,"2014-01-13 14:38:53",jwhile3,JavaTutorial_4_6_9,2
us13A02,STUDY2013_A,"2014-01-13 14:38:53",jwhile3,JavaTutorial_4_2_2,1
us13A02,STUDY2013_A,"2014-01-13 14:42:51",jwhile4,Decision_If_v2,1
us13A02,STUDY2013_A,"2014-01-13 14:42:51",jwhile4,while_v2,2
us13A02,STUDY2013_A,"2014-01-13 14:42:51",jwhile4,while_v2,1
us13A02,STUDY2013_A,"2014-01-13 14:42:51",jwhile4,while_v2,2
us13A02,STUDY2013_A,"2014-01-13 14:42:51",jwhile4,while_v2,1
us13A02,STUDY2013_A,"2014-01-13 14:42:51",jwhile4,ifelse2_v2,2
us13A02,STUDY2013_A,"2014-01-13 14:42:51",jwhile4,ifelse2_v2,1
us13A02,STUDY2013_A,"2014-01-13 14:42:51",jwhile4,ifelse2_v2,2
us13A02,STUDY2013_A,"2014-01-13 14:42:51",jwhile4,ifelse2_v2,1
us13A02,STUDY2013_A,"2014-01-13 14:42:51",jwhile4,JavaTutorial_4_2_2,1
us13A02,STUDY2013_A,"2014-01-13 14:42:51",jwhile4,JavaTutorial_4_2_2,1
us13A02,STUDY2013_A,"2014-01-13 14:42:51",jwhile4,OperatorExample_v2,1
us13A02,STUDY2013_A,"2014-01-13 14:42:51",jwhile4,OperatorExample_v2,1
us13A02,STUDY2013_A,"2014-01-13 14:48:55",jarray1,array_declaration_v2,1
us13A02,STUDY2013_A,"2014-01-13 14:48:55",jarray1,use_2darray_v2,1
us13A02,STUDY2013_A,"2014-01-13 14:48:55",jarray1,using_array_v2,1
us13A02,STUDY2013_A,"2014-01-13 14:48:55",jarray1,JavaTutorial_4_7_5,2
us13A02,STUDY2013_A,"2014-01-13 14:48:55",jarray1,JavaTutorial_4_7_8,1
us13A02,STUDY2013_A,"2014-01-13 14:54:10",jarray4,use_array_v2,2
us13A02,STUDY2013_A,"2014-01-13 14:54:10",jarray4,using_array_v2,2
us13A02,STUDY2013_A,"2014-01-13 14:54:10",jarray4,nested_loops2_v2,2
us13A02,STUDY2013_A,"2014-01-13 14:54:10",jarray4,nested_loops_v2,1
us13A02,STUDY2013_A,"2014-01-13 14:56:42",j2d_arrays1,use_2darray_v2,2
us13A02,STUDY2013_A,"2014-01-13 14:56:42",j2d_arrays1,create_2d_array_v2,2
us13A02,STUDY2013_A,"2014-01-13 14:56:42",j2d_arrays1,array_declaration_v2,1
us13A02,STUDY2013_A,"2014-01-13 14:56:42",j2d_arrays1,JavaTutorial_4_1_5,1
us13A03,STUDY2013_A,"2014-01-14 10:09:28",jdouble1,TypeCasting_v2,3
us13A03,STUDY2013_A,"2014-01-14 10:09:28",jdouble1,variables2_v2,2
us13A03,STUDY2013_A,"2014-01-14 10:09:28",jdouble1,JavaTutorial_4_1_5,2
us13A03,STUDY2013_A,"2014-01-14 10:11:34",jvariable1,JavaTutorial_4_6_9,3
us13A03,STUDY2013_A,"2014-01-14 10:11:34",jvariable1,JavaTutorial_4_6_6,2
us13A03,STUDY2013_A,"2014-01-14 10:11:34",jvariable1,JavaTutorial_4_1_5,3
us13A03,STUDY2013_A,"2014-01-14 10:11:34",jvariable1,variables1_v2,2
us13A03,STUDY2013_A,"2014-01-14 10:12:59",joperator1,OperatorExample_v2,3
us13A03,STUDY2013_A,"2014-01-14 10:12:59",joperator1,Decision_If_v2,3
us13A03,STUDY2013_A,"2014-01-14 10:12:59",joperator1,ifelse2_v2,3
us13A03,STUDY2013_A,"2014-01-14 10:12:59",joperator1,JavaTutorial_4_1_5,2
us13A03,STUDY2013_A,"2014-01-14 10:14:11",jincrement,increment_v2,3
us13A03,STUDY2013_A,"2014-01-14 10:14:11",jincrement,JavaTutorial_4_2_8,2
us13A03,STUDY2013_A,"2014-01-14 10:14:11",jincrement,JavaTutorial_4_2_9,2
us13A03,STUDY2013_A,"2014-01-14 10:14:11",jincrement,OperatorExample_v2,3
us13A03,STUDY2013_A,"2014-01-14 10:14:11",jincrement,JavaTutorial_4_1_5,1
us13A03,STUDY2013_A,"2014-01-14 10:14:11",jincrement,JavaTutorial_4_1_5,2
us13A03,STUDY2013_A,"2014-01-14 10:15:08",jboolean_var,boolean_declaration_v2,3
us13A03,STUDY2013_A,"2014-01-14 10:15:08",jboolean_var,boolean_operators_v2,3
us13A03,STUDY2013_A,"2014-01-14 10:15:08",jboolean_var,increment_v2,1
us13A03,STUDY2013_A,"2014-01-14 10:16:26",jboolean_operators1,JavaTutorial_4_2_2,3
us13A03,STUDY2013_A,"2014-01-14 10:16:26",jboolean_operators1,conditional_operators_v2,3
us13A03,STUDY2013_A,"2014-01-14 10:16:26",jboolean_operators1,JavaTutorial_4_2_8,2
us13A03,STUDY2013_A,"2014-01-14 10:16:26",jboolean_operators1,boolean_expression_v2,3
us13A03,STUDY2013_A,"2014-01-14 10:17:58",jif_else1,Decision_If_v2,3
us13A03,STUDY2013_A,"2014-01-14 10:17:58",jif_else1,OperatorExample_v2,3
us13A03,STUDY2013_A,"2014-01-14 10:17:58",jif_else1,JavaTutorial_4_2_2,2
us13A03,STUDY2013_A,"2014-01-14 10:17:58",jif_else1,boolean_expression_v2,2
us13A03,STUDY2013_A,"2014-01-14 10:19:36",jif_else5,nested_loops_v2,3
us13A03,STUDY2013_A,"2014-01-14 10:19:36",jif_else5,ifelse2_v2,3
us13A03,STUDY2013_A,"2014-01-14 10:19:36",jif_else5,JavaTutorial_4_2_2,2
us13A03,STUDY2013_A,"2014-01-14 10:19:36",jif_else5,boolean_expression_v2,2
us13A03,STUDY2013_A,"2014-01-14 10:21:07",jfor1,JavaTutorial_4_6_9,3
us13A03,STUDY2013_A,"2014-01-14 10:21:07",jfor1,JavaTutorial_4_6_6,3
us13A03,STUDY2013_A,"2014-01-14 10:21:07",jfor1,JavaTutorial_4_6_7,3
us13A03,STUDY2013_A,"2014-01-14 10:21:07",jfor1,JavaTutorial_4_2_2,2
us13A03,STUDY2013_A,"2014-01-14 10:21:07",jfor1,nested_loops2_v2,3
us13A03,STUDY2013_A,"2014-01-14 10:22:32",jfor2,JavaTutorial_4_6_7,3
us13A03,STUDY2013_A,"2014-01-14 10:22:32",jfor2,for1_v2,3
us13A03,STUDY2013_A,"2014-01-14 10:22:32",jfor2,relational_operators_v2,2
us13A03,STUDY2013_A,"2014-01-14 10:22:33",jfor2,boolean_expression_v2,2
us13A03,STUDY2013_A,"2014-01-14 10:22:33",jfor2,nested_loops2_v2,1
us13A03,STUDY2013_A,"2014-01-14 10:24:03",jwhile3,while_v2,3
us13A03,STUDY2013_A,"2014-01-14 10:24:03",jwhile3,JavaTutorial_4_4_3,1
us13A03,STUDY2013_A,"2014-01-14 10:24:03",jwhile3,JavaTutorial_4_6_9,2
us13A03,STUDY2013_A,"2014-01-14 10:24:03",jwhile3,JavaTutorial_4_2_2,1
us13A03,STUDY2013_A,"2014-01-14 10:25:48",jwhile4,JavaTutorial_4_2_2,3
us13A03,STUDY2013_A,"2014-01-14 10:25:47",jwhile4,while_v2,3
us13A03,STUDY2013_A,"2014-01-14 10:25:47",jwhile4,Decision_If_v2,2
us13A03,STUDY2013_A,"2014-01-14 10:25:48",jwhile4,OperatorExample_v2,2
us13A03,STUDY2013_A,"2014-01-14 10:25:47",jwhile4,ifelse2_v2,2
us13A04,STUDY2013_A,"2014-01-14 13:41:49",jfor1,JavaTutorial_4_6_9,3
us13A04,STUDY2013_A,"2014-01-14 13:41:49",jfor1,JavaTutorial_4_6_6,3
us13A04,STUDY2013_A,"2014-01-14 13:41:49",jfor1,JavaTutorial_4_6_7,2
us13A04,STUDY2013_A,"2014-01-14 13:41:49",jfor1,JavaTutorial_4_2_2,3
us13A04,STUDY2013_A,"2014-01-14 13:45:10",jfor2,JavaTutorial_4_6_7,3
us13A04,STUDY2013_A,"2014-01-14 13:45:10",jfor2,for1_v2,3
us13A04,STUDY2013_A,"2014-01-14 13:45:10",jfor2,relational_operators_v2,3
us13A04,STUDY2013_A,"2014-01-14 13:45:10",jfor2,JavaTutorial_4_6_9,3
us13A04,STUDY2013_A,"2014-01-14 13:45:10",jfor2,boolean_expression_v2,3
us13A04,STUDY2013_A,"2014-01-14 13:48:27",jwhile3,while_v2,3
us13A04,STUDY2013_A,"2014-01-14 13:48:27",jwhile3,JavaTutorial_4_4_3,2
us13A04,STUDY2013_A,"2014-01-14 13:48:27",jwhile3,JavaTutorial_4_6_9,3
us13A04,STUDY2013_A,"2014-01-14 13:48:28",jwhile3,JavaTutorial_4_2_2,2
us13A04,STUDY2013_A,"2014-01-14 13:51:40",jwhile4,Decision_If_v2,3
us13A04,STUDY2013_A,"2014-01-14 13:51:40",jwhile4,while_v2,3
us13A04,STUDY2013_A,"2014-01-14 13:51:40",jwhile4,ifelse2_v2,2
us13A04,STUDY2013_A,"2014-01-14 13:51:40",jwhile4,JavaTutorial_4_2_2,2
us13A04,STUDY2013_A,"2014-01-14 13:51:40",jwhile4,OperatorExample_v2,3
us13A04,STUDY2013_A,"2014-01-14 13:55:38",jarray1,array_declaration_v2,3
us13A04,STUDY2013_A,"2014-01-14 13:55:38",jarray1,JavaTutorial_4_7_6,3
us13A04,STUDY2013_A,"2014-01-14 13:55:38",jarray1,use_2darray_v2,3
us13A04,STUDY2013_A,"2014-01-14 13:55:38",jarray1,JavaTutorial_4_6_9,2
us13A04,STUDY2013_A,"2014-01-14 13:55:38",jarray1,JavaTutorial_4_2_2,3
us13A04,STUDY2013_A,"2014-01-14 14:00:15",jarray2,use_2darray_v2,3
us13A04,STUDY2013_A,"2014-01-14 14:00:15",jarray2,use_array_v2,3
us13A04,STUDY2013_A,"2014-01-14 14:00:15",jarray2,array_declaration_v2,3
us13A04,STUDY2013_A,"2014-01-14 14:00:15",jarray2,JavaTutorial_4_7_5,2
us13A04,STUDY2013_A,"2014-01-14 14:00:15",jarray2,JavaTutorial_4_2_2,2
us13A04,STUDY2013_A,"2014-01-14 14:00:15",jarray2,JavaTutorial_4_6_7,3
us13A04,STUDY2013_A,"2014-01-14 14:02:41",jarray4,use_array_v2,3
us13A04,STUDY2013_A,"2014-01-14 14:02:41",jarray4,using_array_v2,3
us13A04,STUDY2013_A,"2014-01-14 14:02:41",jarray4,create_2d_array_v2,3
us13A04,STUDY2013_A,"2014-01-14 14:05:12",j2d_arrays1,create_2d_array_v2,2
us13A04,STUDY2013_A,"2014-01-14 14:05:12",j2d_arrays1,JavaTutorial_4_1_5,2
us13A04,STUDY2013_A,"2014-01-14 14:05:12",j2d_arrays1,relational_operators_v2,1
us13A04,STUDY2013_A,"2014-01-14 14:05:12",j2d_arrays1,use_2darray_v2,2
us13A04,STUDY2013_A,"2014-01-14 14:08:23",jclass1,variables1_v2,2
us13A04,STUDY2013_A,"2014-01-14 14:08:23",jclass1,Rectangle_v2,1
us13A04,STUDY2013_A,"2014-01-14 14:08:23",jclass1,Point_v2,2
us13A04,STUDY2013_A,"2014-01-14 14:08:23",jclass1,Bicycle_v2,2
us13A04,STUDY2013_A,"2014-01-14 14:10:35",jbankaccount,Rectangle_v2,1
us13A04,STUDY2013_A,"2014-01-14 14:10:35",jbankaccount,Bicycle_v2,2
us13A04,STUDY2013_A,"2014-01-14 14:10:35",jbankaccount,Point_v2,2
us13A04,STUDY2013_A,"2014-01-14 14:10:35",jbankaccount,JavaTutorial_4_4_3,3
us13A04,STUDY2013_A,"2014-01-14 14:10:35",jbankaccount,arraylist1_v2,2
us13A04,STUDY2013_A,"2014-01-14 14:10:35",jbankaccount,variables1_v2,1
us13A04,STUDY2013_A,"2014-01-14 14:12:21",jba_ques,Rectangle_v2,2
us13A04,STUDY2013_A,"2014-01-14 14:12:21",jba_ques,variables1_v2,1
us13A04,STUDY2013_A,"2014-01-14 14:12:21",jba_ques,Bicycle_v2,2
us13A04,STUDY2013_A,"2014-01-14 14:12:21",jba_ques,Point_v2,2
us13A04,STUDY2013_A,"2014-01-14 14:14:24",jclasses_constructor,Bicycle_v2,2
us13A04,STUDY2013_A,"2014-01-14 14:14:24",jclasses_constructor,Rectangle_v2,2
us13A04,STUDY2013_A,"2014-01-14 14:14:24",jclasses_constructor,Point_v2,2
us13A04,STUDY2013_A,"2014-01-14 14:14:24",jclasses_constructor,variables1_v2,1
us13A04,STUDY2013_A,"2014-01-14 14:14:24",jclasses_constructor,JavaTutorial_4_4_3,2
us13A05,STUDY2013_A,"2014-01-15 12:52:37",jboolean_var,boolean_operators_v2,1
us13A05,STUDY2013_A,"2014-01-15 12:52:37",jboolean_var,boolean_declaration_v2,1
us13A05,STUDY2013_A,"2014-01-15 12:55:34",jboolean_operators1,JavaTutorial_4_2_2,2
us13A05,STUDY2013_A,"2014-01-15 12:55:34",jboolean_operators1,conditional_operators_v2,2
us13A05,STUDY2013_A,"2014-01-15 12:55:34",jboolean_operators1,JavaTutorial_4_2_8,2
us13A05,STUDY2013_A,"2014-01-15 12:59:09",jif_else1,Decision_If_v2,2
us13A05,STUDY2013_A,"2014-01-15 12:59:09",jif_else1,OperatorExample_v2,2
us13A05,STUDY2013_A,"2014-01-15 12:59:09",jif_else1,JavaTutorial_4_2_2,2
us13A05,STUDY2013_A,"2014-01-15 13:01:29",jif_else5,nested_loops_v2,1
us13A05,STUDY2013_A,"2014-01-15 13:01:29",jif_else5,ifelse2_v2,1
us13A05,STUDY2013_A,"2014-01-15 13:01:29",jif_else5,JavaTutorial_4_2_2,1
us13A05,STUDY2013_A,"2014-01-15 13:01:29",jif_else5,boolean_expression_v2,1
us13A05,STUDY2013_A,"2014-01-15 13:01:29",jif_else5,OperatorExample_v2,1
us13A05,STUDY2013_A,"2014-01-15 13:03:24",jfor1,JavaTutorial_4_6_9,1
us13A05,STUDY2013_A,"2014-01-15 13:03:24",jfor1,JavaTutorial_4_6_6,1
us13A05,STUDY2013_A,"2014-01-15 13:03:24",jfor1,JavaTutorial_4_6_7,1
us13A05,STUDY2013_A,"2014-01-15 13:03:24",jfor1,JavaTutorial_4_2_2,1
us13A05,STUDY2013_A,"2014-01-15 13:05:07",jfor2,JavaTutorial_4_6_7,1
us13A05,STUDY2013_A,"2014-01-15 13:05:07",jfor2,for1_v2,1
us13A05,STUDY2013_A,"2014-01-15 13:05:07",jfor2,relational_operators_v2,1
us13A05,STUDY2013_A,"2014-01-15 13:05:07",jfor2,boolean_expression_v2,1
us13A05,STUDY2013_A,"2014-01-15 13:05:07",jfor2,JavaTutorial_4_6_6,1
us13A05,STUDY2013_A,"2014-01-15 13:07:11",jwhile3,while_v2,1
us13A05,STUDY2013_A,"2014-01-15 13:07:11",jwhile3,JavaTutorial_4_4_3,1
us13A05,STUDY2013_A,"2014-01-15 13:07:11",jwhile3,JavaTutorial_4_6_9,1
us13A05,STUDY2013_A,"2014-01-15 13:07:11",jwhile3,JavaTutorial_4_2_2,1
us13A05,STUDY2013_A,"2014-01-15 13:07:11",jwhile3,JavaTutorial_4_6_6,1
us13A05,STUDY2013_A,"2014-01-15 13:08:53",jwhile4,Decision_If_v2,1
us13A05,STUDY2013_A,"2014-01-15 13:08:53",jwhile4,ifelse2_v2,1
us13A05,STUDY2013_A,"2014-01-15 13:08:53",jwhile4,while_v2,2
us13A05,STUDY2013_A,"2014-01-15 13:08:53",jwhile4,OperatorExample_v2,2
us13A05,STUDY2013_A,"2014-01-15 13:08:53",jwhile4,JavaTutorial_4_2_2,2
us13A05,STUDY2013_A,"2014-01-15 13:11:48",jarray1,array_declaration_v2,2
us13A05,STUDY2013_A,"2014-01-15 13:11:48",jarray1,use_2darray_v2,2
us13A05,STUDY2013_A,"2014-01-15 13:11:48",jarray1,JavaTutorial_4_7_6,2
us13A05,STUDY2013_A,"2014-01-15 13:11:48",jarray1,using_array_v2,2
us13A05,STUDY2013_A,"2014-01-15 13:11:48",jarray1,JavaTutorial_4_2_2,1
us13A05,STUDY2013_A,"2014-01-15 13:14:00",jarray2,use_2darray_v2,2
us13A05,STUDY2013_A,"2014-01-15 13:14:00",jarray2,use_array_v2,2
us13A05,STUDY2013_A,"2014-01-15 13:14:00",jarray2,array_declaration_v2,1
us13A05,STUDY2013_A,"2014-01-15 13:14:00",jarray2,JavaTutorial_4_7_5,1
us13A05,STUDY2013_A,"2014-01-15 13:14:00",jarray2,using_array_v2,1
us13A05,STUDY2013_A,"2014-01-15 13:14:00",jarray2,JavaTutorial_4_2_2,1
us13A05,STUDY2013_A,"2014-01-15 13:16:37",jarray4,use_array_v2,1
us13A05,STUDY2013_A,"2014-01-15 13:16:37",jarray4,using_array_v2,1
us13A05,STUDY2013_A,"2014-01-15 13:20:18",j2d_arrays1,use_2darray_v2,2
us13A05,STUDY2013_A,"2014-01-15 13:20:18",j2d_arrays1,create_2d_array_v2,1
us13A05,STUDY2013_A,"2014-01-15 13:20:18",j2d_arrays1,array_declaration_v2,1
us13A05,STUDY2013_A,"2014-01-15 13:20:18",j2d_arrays1,JavaTutorial_4_7_5,1
us13A05,STUDY2013_A,"2014-01-15 13:20:18",j2d_arrays1,JavaTutorial_4_7_8,1
us13A05,STUDY2013_A,"2014-01-15 13:20:19",j2d_arrays1,use_array_v2,2
us13A05,STUDY2013_A,"2014-01-15 13:20:19",j2d_arrays1,using_array_v2,1
us13A06,STUDY2013_A,"2014-01-15 15:00:49",jdouble1,TypeCasting_v2,2
us13A06,STUDY2013_A,"2014-01-15 15:00:49",jdouble1,variables2_v2,1
us13A06,STUDY2013_A,"2014-01-15 15:00:50",jdouble1,JavaTutorial_4_1_5,1
us13A06,STUDY2013_A,"2014-01-15 15:02:30",jvariable1,JavaTutorial_4_6_9,1
us13A06,STUDY2013_A,"2014-01-15 15:02:30",jvariable1,JavaTutorial_4_6_6,1
us13A06,STUDY2013_A,"2014-01-15 15:02:30",jvariable1,JavaTutorial_4_1_5,1
us13A06,STUDY2013_A,"2014-01-15 15:02:30",jvariable1,variables1_v2,1
us13A06,STUDY2013_A,"2014-01-15 15:04:06",joperator1,OperatorExample_v2,3
us13A06,STUDY2013_A,"2014-01-15 15:04:06",joperator1,Decision_If_v2,1
us13A06,STUDY2013_A,"2014-01-15 15:04:06",joperator1,ifelse2_v2,1
us13A06,STUDY2013_A,"2014-01-15 15:04:06",joperator1,JavaTutorial_4_1_5,1
us13A06,STUDY2013_A,"2014-01-15 15:07:39",jincrement,increment_v2,3
us13A06,STUDY2013_A,"2014-01-15 15:07:39",jincrement,JavaTutorial_4_2_8,1
us13A06,STUDY2013_A,"2014-01-15 15:07:39",jincrement,JavaTutorial_4_2_9,1
us13A06,STUDY2013_A,"2014-01-15 15:07:39",jincrement,OperatorExample_v2,1
us13A06,STUDY2013_A,"2014-01-15 15:07:39",jincrement,JavaTutorial_4_1_5,1
us13A06,STUDY2013_A,"2014-01-15 15:08:59",jboolean_var,boolean_declaration_v2,2
us13A06,STUDY2013_A,"2014-01-15 15:08:59",jboolean_var,boolean_operators_v2,3
us13A06,STUDY2013_A,"2014-01-15 15:08:59",jboolean_var,increment_v2,1
us13A06,STUDY2013_A,"2014-01-15 15:09:33",jboolean_operators1,JavaTutorial_4_2_8,2
us13A06,STUDY2013_A,"2014-01-15 15:09:33",jboolean_operators1,conditional_operators_v2,2
us13A06,STUDY2013_A,"2014-01-15 15:09:33",jboolean_operators1,JavaTutorial_4_6_9,1
us13A06,STUDY2013_A,"2014-01-15 15:09:33",jboolean_operators1,boolean_expression_v2,2
us13A06,STUDY2013_A,"2014-01-15 15:09:33",jboolean_operators1,JavaTutorial_4_2_2,1
us13A06,STUDY2013_A,"2014-01-15 15:10:43",jif_else1,Decision_If_v2,2
us13A06,STUDY2013_A,"2014-01-15 15:10:43",jif_else1,OperatorExample_v2,3
us13A06,STUDY2013_A,"2014-01-15 15:10:43",jif_else1,boolean_expression_v2,3
us13A06,STUDY2013_A,"2014-01-15 15:11:48",jif_else5,ifelse2_v2,2
us13A06,STUDY2013_A,"2014-01-15 15:11:48",jif_else5,JavaTutorial_4_2_2,1
us13A06,STUDY2013_A,"2014-01-15 15:11:48",jif_else5,boolean_expression_v2,1
us13A06,STUDY2013_A,"2014-01-15 15:11:48",jif_else5,OperatorExample_v2,2
us13A06,STUDY2013_A,"2014-01-15 15:11:48",jif_else5,arithmetic_v2,1
us13A06,STUDY2013_A,"2014-01-15 15:11:48",jif_else5,nested_loops_v2,1
